44.1 210 3,0.2287250384024578 0.029982655873579234 0.1740138813318422 0.03013675135527675
73.5 210 5,0.08817204301075272 0.01900421197445458 0.05988430026953081 0.015872941510343245
73.5 168 3,0.12039170506912443 0.019811723371613084 0.08676712166119868 0.019791129937493927
44.1 420 5,0.22373271889400925 0.0241260365434874 0.1641174606053488 0.0234027081971219
14.7 504 5,0.5675883256528419 0.016561608726135917 0.44799454860744864 0.02943885106921687
14.7 630 5,0.5996927803379416 0.0176128853333795 0.47491150093525114 0.028577693302178298
29.4 420 7,0.3213517665130568 0.028439813798831415 0.23902860792491176 0.028577057881335296
29.4 420 2,0.5334869431643626 0.025742826255150585 0.4334999462449601 0.036400931206539526
73.5 420 4,0.13901689708141324 0.02341202301801531 0.0986114730089602 0.01942482200653469
14.7 336 2,0.66676267281106 0.01799238137587208 0.5558171502699707 0.036817056793300336
29.4 168 5,0.2321428571428571 0.028446346788299114 0.17102591675356227 0.030685669121922592
44.1 168 2,0.3350614439324117 0.03288851591882642 0.2672687040840634 0.03994963698950726
73.5 336 7,0.10291858678955451 0.020351491094064676 0.068661521915999 0.015195467878444457
14.7 210 8,0.4216589861751153 0.028923552368515317 0.3244460597661423 0.03518869889872427
29.4 168 4,0.25268817204301075 0.032279772887219234 0.1858588527925887 0.03073961184079926
73.5 168 6,0.07027649769585255 0.01765886818804673 0.04564960083116576 0.013593501401150359
44.1 504 5,0.24417562724014336 0.02071143282258642 0.1784417118525758 0.021655110829857736
29.4 420 5,0.3307987711213517 0.022269187583482376 0.24896662385414406 0.026572232463209604
73.5 210 6,0.08018433179723504 0.01563503612903161 0.05297821379243026 0.013408861951735958
73.5 336 2,0.29051459293394777 0.020767085520822667 0.22925059013320967 0.02350888718244299
44.1 336 5,0.20516513056835634 0.02521911651676517 0.14975034032625878 0.024769108980785957
29.4 630 8,0.37424475166410653 0.0205726330672582 0.27971656723291966 0.024463950568199975
73.5 168 5,0.07661290322580648 0.020213340754485644 0.05202856092374316 0.016067109888154813
29.4 504 3,0.4285074244751665 0.023053383450367438 0.33308654123058784 0.025979452457548173
29.4 630 2,0.5838197644649258 0.023010732179507224 0.4753266350257846 0.03339085407576815
14.7 630 6,0.5876600102406552 0.019304925657802927 0.4640230658362052 0.028774650267689515
44.1 336 2,0.3991935483870969 0.02760773494544183 0.32198818425139064 0.03421206324617555
73.5 420 3,0.17258064516129035 0.02046270916669191 0.12699027781384384 0.018928663205799397
44.1 420 3,0.28502304147465435 0.025716230998183202 0.21971811361282143 0.02601591288881799
73.5 630 6,0.14679979518689198 0.018991515633669694 0.09910604304756371 0.01543106980172001
44.1 210 4,0.18817204301075274 0.023355767382062742 0.13557409792557226 0.022884061197710956
14.7 210 3,0.49953917050691243 0.030963718559500124 0.399295648280914 0.048947458062306305
29.4 210 4,0.27834101382488474 0.030880543119426694 0.20595587593505318 0.03016613068208886
44.1 420 7,0.21374807987711217 0.021986337760940524 0.15224152702361665 0.019054081921400148
44.1 336 7,0.1933563748079877 0.02412525716348457 0.1368713035763029 0.020109915476888576
73.5 420 2,0.31313364055299536 0.01942663396319361 0.24622453814390827 0.02362545916461428
14.7 336 8,0.4876152073732718 0.021555891680105254 0.38006744776063606 0.030913986450185848
14.7 210 7,0.42181259600614457 0.026326950489303783 0.3203115134608471 0.03342220396601168
44.1 630 5,0.2684075780849974 0.01955857946838342 0.19568989508355603 0.021286279220022936
44.1 336 4,0.22225422427035327 0.02244286089681055 0.16420253087979733 0.022747491466107342
44.1 630 4,0.28868407578085 0.0240886250687131 0.2122741313092353 0.023140194620994578
14.7 504 6,0.5553635432667691 0.017336487465892024 0.43711133335460406 0.028771462112214596
44.1 336 8,0.19508448540706602 0.023383754449547735 0.1374283899399421 0.019646085496837818
44.1 420 8,0.21766513056835643 0.021034733716179175 0.15423257980421648 0.019570397052506513
14.7 420 8,0.5228878648233488 0.021120653528467072 0.40863998836074417 0.030673844835341007
14.7 168 3,0.46831797235023037 0.038616912718821915 0.3732479184385113 0.053470418600305956
29.4 420 3,0.40445468509984633 0.023930124178581938 0.3144378514973372 0.02690692222201992
29.4 630 7,0.37306707629288277 0.023531346015800834 0.27812849695654324 0.026656623916564523
29.4 168 8,0.22523041474654373 0.03135508351216109 0.16215916467916242 0.02971764658824832
73.5 168 2,0.23847926267281103 0.025610437556023286 0.18527241860397176 0.027643957345081387
44.1 210 8,0.1580645161290323 0.02327885910040108 0.10739467132055883 0.018747599043941198
14.7 210 2,0.6172043010752687 0.022487975618242825 0.5059573956781154 0.04368447895568911
73.5 630 5,0.15366103430619563 0.020547767247202243 0.10621950782803481 0.0170824175838007
44.1 630 6,0.2597542242703533 0.020788152113169287 0.1859131591493421 0.020242927085882947
73.5 420 5,0.12334869431643625 0.021196208641762623 0.08604886170404392 0.01667106077811488
